pole_rs111,pole_rs211_low,pole_rs211_high,pole_rs221,pole_rs222
6.167519657795632 + 6.380173828580097e-18im,NaN + NaN*im,6.859680098384935 + 0.08830709258754753im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183919155151859 - 1.2479051904118536e-13im,6.8438516072305955 + 0.1331247350954699im,NaN + NaN*im,NaN + NaN*im
6.183977619001748 - 3.621461375517321e-14im,NaN + NaN*im,6.926405173702918 + 0.1402472814622959im,NaN + NaN*im,NaN + NaN*im
6.184614876171644 - 2.1233670466383816e-14im,NaN + NaN*im,6.930327132237243 + 0.14327354496257647im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186340285767353 - 2.7011730347863306e-15im,6.821389496612667 + 0.12939478138922691im,NaN + NaN*im,NaN + NaN*im
6.184273410361266 - 2.936386783046455e-14im,NaN + NaN*im,6.928345342835297 + 0.1415079974223226im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18848112407783 - 1.2884141353558626e-10im,6.87530338910083 + 0.16669631710075747im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189572126176224 - 2.6034084225244504e-12im,6.823020293217191 + 0.13786646999045896im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185628199670994 - 1.9667339787299124e-14im,6.8947594225712 + 0.16312526502039143im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188582002420953 - 7.710681929364592e-11im,6.833846382990852 + 0.14328445241004398im,NaN + NaN*im,NaN + NaN*im
6.166052937036835 + 1.5029895511531124e-17im,NaN + NaN*im,6.85910386054864 + 0.08695347268913513im,NaN + NaN*im,NaN + NaN*im
6.161912551832138 + 5.8792883605262945e-18im,NaN + NaN*im,6.848512163953012 + 0.07961089527199336im,NaN + NaN*im,NaN + NaN*im
6.165052768190598 + 6.5251209975104935e-18im,NaN + NaN*im,6.856466863065591 + 0.08507467817681821im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188423238442079 - 1.683728320070639e-10im,6.928900930714687 + 0.1998337685428179im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190322149415812 + 1.4687907742677124e-12im,6.806437266926134 + 0.13404797057304435im,NaN + NaN*im,NaN + NaN*im
6.168033236934958 - 2.4919015613880314e-17im,NaN + NaN*im,6.864433902444526 + 0.09092564679011338im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191400490122828 - 4.7321637367490735e-15im,6.877118377801438 + 0.16207401042380098im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1919938786752775 - 1.8597512409724973e-12im,7.044465920063445 + 0.40183240021970984im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190864719723982 + 1.4556783999330505e-17im,6.848194061587546 + 0.1506199441796363im,NaN + NaN*im,NaN + NaN*im
6.162414889314362 + 1.4721201012708225e-18im,NaN + NaN*im,6.849732244202111 + 0.08042156509196954im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184001140518766 - 1.2812522437263828e-13im,6.862354358715706 + 0.14117301466304144im,NaN + NaN*im,NaN + NaN*im
6.184477217981248 - 2.4454571428893858e-14im,NaN + NaN*im,6.927822768519494 + 0.1360052713935411im,NaN + NaN*im,NaN + NaN*im
6.184477217981248 - 2.4454571428893858e-14im,NaN + NaN*im,6.927822768519494 + 0.1360052713935411im,NaN + NaN*im,NaN + NaN*im
6.1833639862844105 - 4.196958232571611e-14im,NaN + NaN*im,6.922962554151514 + 0.13734857999071423im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190009176814704 + 3.4715894892755697e-12im,6.899500336489613 + 0.1824830246984458im,NaN + NaN*im,NaN + NaN*im
6.184273410361266 - 2.936386783046455e-14im,NaN + NaN*im,6.928345342835297 + 0.1415079974223226im,NaN + NaN*im,NaN + NaN*im
6.1833639862844105 - 4.196958232571611e-14im,NaN + NaN*im,6.922962554151514 + 0.13734857999071423im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189792984013593 - 4.30566421528434e-12im,6.783027174017757 + 0.1308936561356812im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191528920405712 - 2.106245219753587e-14im,7.022162245909146 + 0.3207240417988755im,NaN + NaN*im,NaN + NaN*im
6.183977619001748 - 3.621461375517321e-14im,NaN + NaN*im,6.926405173702918 + 0.1402472814622959im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189127720020581 + 1.913976201955543e-11im,6.891137470250258 + 0.1774770328382602im,NaN + NaN*im,NaN + NaN*im
6.184273410361266 - 2.936386783046455e-14im,NaN + NaN*im,6.928345342835297 + 0.1415079974223226im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18635535507368 - 2.355865566596867e-15im,6.800864431187656 + 0.12755427424601276im,NaN + NaN*im,NaN + NaN*im
6.183682818220514 - 4.118965966652387e-14im,NaN + NaN*im,6.924872248372507 + 0.13882536846404836im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18893405679541 + 9.422192844393908e-12im,6.871077619839451 + 0.14904359439573744im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186252101697821 - 4.18254331652196e-15im,6.8634561741596105 + 0.146638899316336im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190512100150639 - 3.1591755718595324e-11im,6.940686192559216 + 0.2725218403750281im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189801927435746 - 5.245577019246303e-12im,6.938358755467968 + 0.27694459762990276im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185999576976021 - 8.554435185524146e-15im,6.890934881547285 + 0.17325673716971218im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191478261080938 - 1.1294268805800245e-14im,6.940537094622577 + 0.24896540306438017im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18514723495302 - 3.796410448296179e-14im,6.82399504785232 + 0.11314421405076931im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188857140321661 - 1.5050116640374077e-12im,6.876877202234422 + 0.15517227092344937im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18820425555126 + 5.301606792998337e-17im,6.841674168718477 + 0.12313648074161516im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187288277864186 + 8.138179781482554e-17im,6.882369807338927 + 0.16309495894603887im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191310646262609 - 2.3317239972578122e-15im,6.964648632546409 + 0.3160027353986249im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185403889329596 - 2.5259269586726327e-14im,6.824975784875383 + 0.11389666351521578im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188844470964889 - 3.725409830399407e-12im,6.870459832581333 + 0.14867700507647888im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190112629150575 + 7.659319273468473e-12im,6.9182694848088255 + 0.21684326196069534im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191508097928757 - 1.4456002372065245e-14im,6.902636549177519 + 0.18632393252503174im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191049096988479 - 2.317961681485366e-16im,6.9677403421087725 + 0.3362214776230115im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186780339729661 - 6.569419308979324e-16im,6.907714104329767 + 0.17350194830471968im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18655231048821 - 1.544510845252035e-15im,6.85848822168524 + 0.1515692001143915im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191548938584016 - 2.5294051967347004e-14im,7.022168007984242 + 0.2877325193984428im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1879402707353695 + 6.598478140116869e-17im,6.831310714692847 + 0.14040441079217972im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189201078794099 + 1.7233436173995575e-11im,6.868864604817057 + 0.16428483369799501im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1906731017523144 - 6.66292571806705e-11im,6.9626482562290875 + 0.23077305285972502im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190223473233959 + 7.687841594028217e-12im,6.888200028307898 + 0.1752731433497057im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1907148291685825 - 6.516203516711352e-11im,6.875699698520887 + 0.16627690342373655im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187324177069082 + 9.396707858900075e-17im,6.82085715362192 + 0.13261796431295392im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185816639036566 - 1.3305081922336137e-14im,6.917299164477887 + 0.16044844747001707im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190621825489954 - 5.0826235930898513e-11im,6.837242367266961 + 0.14670679202265724im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190321285679417 + 1.952238669360487e-12im,6.914801508393212 + 0.19199604399998435im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187554768344089 + 1.504401920690016e-16im,6.846925862272213 + 0.14856548139693554im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1910768399600675 - 2.721593731490343e-16im,6.888194389446565 + 0.17080951934595204im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1882846278727985 + 4.308874702428404e-17im,6.881014914028418 + 0.1695194741302881im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183329737926206 - 1.1090184503358389e-13im,6.846335695996947 + 0.13264401548955382im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189207830529409 + 1.6364577979458186e-11im,6.840952019104378 + 0.14836465866456736im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1883208695217595 + 3.800586864866229e-17im,6.828868632807351 + 0.13973414369881929im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191139313004017 - 5.356006040605575e-16im,7.006116325575571 + 0.2808874424493723im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187148465016991 + 6.959813730698637e-17im,6.8489051871959 + 0.14865390757696995im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188454156820816 - 1.5269807500831886e-10im,6.95225207304639 + 0.22018501360669948im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190348508803805 - 9.890154562214063e-13im,6.911549053022376 + 0.18921769574248143im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187088630102718 - 5.944161738437522e-17im,7.21472382714608 + 0.37494976061449065im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191127711132422 - 4.531459692246702e-16im,6.8757060097235785 + 0.16908095242673155im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190609294717266 - 4.989017293599223e-11im,6.850103525918337 + 0.16722274434307546im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191071886859198 - 2.454722312652714e-16im,6.809107428189757 + 0.15068304560843163im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189290984856747 + 1.4429848905668044e-11im,7.015819431982048 + 0.21954567687836646im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186772419123698 - 9.450043494928226e-16im,7.27752891798976 + 0.5247244821214724im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189490719960582 + 1.0512429705547346e-12im,6.829360526582523 + 0.16302720326677578im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185921995778925 - 1.3388027808984471e-14im,7.203541317896498 + 0.26781767461932265im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183682895596047 - 1.7309958999693425e-13im,7.310427613170691 + 0.1449335657914237im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187962948142744 + 8.290870653416154e-17im,7.216301901693969 + 0.4345814631374715im,NaN + NaN*im,NaN + NaN*im
6.1819312309447865 + 1.5855778683021556e-13im,NaN + NaN*im,6.896578764987208 + 0.13290172514492515im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187012521385199 - 2.0237569907555593e-16im,7.289790070114947 + 0.6314346697037612im,NaN + NaN*im,NaN + NaN*im
6.169084653556154 - 2.1075981223663556e-17im,NaN + NaN*im,6.855508427090722 + 0.0949683588771463im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190894100329216 + 1.519867647778908e-17im,6.8040045184642155 + 0.15159378352172967im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188784776498157 - 1.5431937246289453e-11im,6.83630598066091 + 0.16364642671571158im,NaN + NaN*im,NaN + NaN*im
6.1646131777822 + 1.0953972555753124e-17im,NaN + NaN*im,6.854687723300725 + 0.084396015254814im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190481485065912 - 2.3173592901667388e-11im,6.89059090567211 + 0.1794170067957035im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183725693630838 - 1.874845709691692e-13im,7.37563441624734 + 0.38371186639908417im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186609067423239 - 1.908799616204405e-15im,7.267445578945348 + 0.4685273033483937im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187261499745234 + 9.977203494871938e-17im,6.86965817201804 + 0.16403482959539054im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188682610398684 - 5.1692785397113027e-11im,7.117730145788728 + 0.29337293699113826im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1892043325284956 + 1.8222270533725826e-11im,6.9502804676005665 + 0.19459975125830828im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188770360487981 - 2.544302698535217e-11im,7.243098654312733 + 0.5704051047418993im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184567559988642 - 1.0733386617994753e-13im,7.195788981065967 - 0.06090389769074141im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184659278819942 - 7.504453449171925e-14im,6.856835638746357 + 0.14220219619598046im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191220107957825 - 9.102608972325432e-16im,6.815459993048905 + 0.15010692505842088im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191053017758502 - 2.3759535973147e-16im,7.180442588613374 + 0.41543772172327254im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186725533349622 - 8.491541673559749e-16im,6.94036831054083 + 0.16672958783373412im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190516666747859 - 2.906482858909634e-11im,6.825822428989792 + 0.16047080942843583im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191097599209372 - 3.2372450279848765e-16im,6.8230311058553825 + 0.15405220589918703im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188418557093616 - 1.9036390964127865e-10im,7.182490776477803 + 0.3837830466589565im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188290934432769 + 6.40099121422252e-17im,6.884504118620996 + 0.17459043182697373im,NaN + NaN*im,NaN + NaN*im
6.182295183964756 + 5.5524969594410436e-14im,NaN + NaN*im,6.86925845421953 + 0.13532224002867382im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188825925954715 - 9.032923906978036e-12im,7.13980368054019 + 0.32703840998913136im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190673312785069 - 7.084713912148424e-11im,7.127649174803893 + 0.3286876110507394im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183011316168444 - 3.841877849445343e-14im,6.8588564362825535 + 0.131731994875695im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185620538927919 - 2.3893979788774834e-14im,7.136621997839606 + 0.15784478502453517im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1907187063670905 - 6.488535333068899e-11im,6.8654312496515875 + 0.1708853408690913im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190048313963536 + 5.397037678953586e-12im,6.951332740439189 + 0.19883753147549932im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188107275307618 + 8.294808214077665e-17im,7.145875655014736 + 0.31007607997406234im,NaN + NaN*im,NaN + NaN*im
6.1703648787198215 + 3.326494027592143e-17im,NaN + NaN*im,6.853499114247048 + 0.09837363104275473im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1810279917220985 + 7.447507233095619e-12im,7.586507392742469 + 0.4701386483482977im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186318023192976 - 5.15810198014282e-15im,7.270262486761887 + 0.4332058779601094im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189966382816526 + 1.3682861456423336e-12im,6.8379330086892285 + 0.16631624617477958im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186402591011998 - 4.045568939506184e-15im,7.277197102557174 + 0.47604020592495394im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186853416522251 - 5.779117894700192e-16im,7.1683181749079425 + 0.2785745028999816im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186703954731851 - 1.3195494195074069e-15im,7.255313121556896 + 0.43836206289475665im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183657442611177 - 1.7489902062262264e-13im,7.330736790259808 + 0.19844653455795824im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191300682964642 - 1.751617196971624e-15im,6.797046987255981 + 0.14491256603489805im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1876153544416 + 2.0283957813736533e-16im,7.252255033963787 + 0.5196575384609147im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185831234725562 - 1.0836993768713006e-14im,6.829482978929006 + 0.144019382706256im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.179092391358648 + 4.6391778534280985e-11im,6.944316911081793 - 0.035385044390244806im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186960572165945 - 2.782398414505081e-16im,7.171422867056588 + 0.28964403762327656im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188174652339854 + 4.0215532891834416e-17im,7.246629361526465 + 0.5427661048312754im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191127367937967 - 3.9746784724407037e-16im,6.802962061686287 + 0.14841190058106302im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.179958678441023 + 1.8689574184925934e-11im,6.930139184935512 + 0.0844882987988216im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185659274912443 - 2.7568103980626324e-14im,7.322796155518237 + 0.5746067338784593im,NaN + NaN*im,NaN + NaN*im
6.166883463269337 - 2.189729454073417e-17im,NaN + NaN*im,6.854822043020758 + 0.089684756903819im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187728332385324 + 1.14276376605174e-16im,7.0071527549288275 + 0.1907513770740934im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.182276801527745 + 7.690798389270741e-13im,6.972400331824047 - 0.05646360324316851im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1808462634555426 + 8.569951758785836e-12im,7.598986964749412 + 0.26203544159798775im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188990626503627 + 1.4037637807515515e-11im,6.826197224581061 + 0.1609286680778898im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191001305129515 - 1.2418109720462896e-16im,6.915475951177333 + 0.17998832603248818im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187761103406196 + 1.5183374789986064e-16im,7.205419557146999 + 0.3973167338227535im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191007585212239 - 1.1428438790110535e-16im,6.820504328638294 + 0.15437171411043696im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189238457138333 + 1.6062661303375985e-11im,6.8826760390226 + 0.17959729222115053im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189237615430207 + 1.523924091238018e-11im,6.828414044917295 + 0.16572890432628204im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190497407654786 - 2.664261806975327e-11im,6.892827084728198 + 0.1804090865355508im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187207537392964 + 8.089976353443788e-17im,6.929764312576925 + 0.16969813456271965im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.19118068981726 - 6.401730732301706e-16im,6.800557557716811 + 0.15412227229156233im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1857969992663335 - 1.520073957710484e-14im,6.961130817167468 + 0.14666094768798396im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189852475804835 - 3.907326501248662e-12im,7.122905534886564 + 0.3028016172659244im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18906509645812 + 2.201207311023501e-11im,7.27071290733973 + 0.5953224967558555im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189103748456303 + 1.832959947258277e-11im,6.841168575248937 + 0.1687471228525868im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191174911030312 - 6.36281029629431e-16im,6.854046146645129 + 0.1635787073869809im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189003162374454 + 1.5222478965316746e-11im,6.850669467421675 + 0.17090732940769202im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887581893841475 - 2.6862538107411784e-11im,7.1533041992097175 + 0.3209286396281161im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190326643297593 + 1.1980121304694104e-12im,6.8217686647385145 + 0.16449913716277773im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189024718424877 + 1.8955901736522636e-11im,7.169062595438081 + 0.3543119215499997im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1913486486128075 - 2.739695505515631e-15im,6.818202298709432 + 0.15264878291787207im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190911643382435 - 1.8191059648575298e-17im,6.8024954105259665 + 0.1578073699958866im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.182628514238552 + 2.493466285963608e-13im,6.956644521939005 + 0.09005191788763915im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189871454025856 - 3.3983717943170685e-12im,7.249533700541602 + 0.5389831110812253im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188813958696238 - 1.2766197551111713e-11im,7.246802419060019 + 0.5066748329358916im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190829206056175 + 3.66899781819961e-17im,6.8559305538513415 + 0.16920534838373946im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1880154695560305 + 8.98879617854801e-17im,7.273983849425642 + 0.549178554142189im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1913411624087775 - 2.5957563818930832e-15im,6.825688777227379 + 0.15504971039559992im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188869396471422 - 2.7308878223985277e-14im,7.185905329576349 + 0.3790536526650109im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1878961937677825 + 6.881607629492082e-17im,6.820891706357376 + 0.15699784149494675im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189355795932496 + 1.0440407226249356e-11im,7.06870174040266 + 0.24505666747201002im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1839216600170195 - 2.143278585633945e-13im,7.421273293574012 + 0.823226087632666im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191040854475136 - 1.8566676909220994e-16im,6.802751209801493 + 0.1560562659902191im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191110281670114 - 3.660413523271938e-16im,6.8198746151652 + 0.1578903664059115im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1904755422056015 - 2.1793600322281658e-11im,6.882142364200952 + 0.17714239777610122im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188449687146616 - 1.3591413456902537e-10im,6.814706559890452 + 0.15842311874304im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186938372045723 - 1.888741646057213e-16im,6.8306542857543056 + 0.15343188913905031im,NaN + NaN*im,NaN + NaN*im
6.18264533074492 - 2.924371747744595e-15im,NaN + NaN*im,6.895337103189974 + 0.13696074584936394im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1857204986262415 - 1.4698614793142905e-14im,6.853280397462406 + 0.14997821088767455im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186976384576878 - 1.9526684597384986e-16im,7.092322045418137 + 0.18817305291628628im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187630807136561 + 1.2382498698118511e-16im,6.924589165226309 + 0.17351721790946967im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183940983437482 - 1.3902465924797276e-13im,6.891670481957798 + 0.13739702454225478im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190365909072242 - 3.034429796582044e-12im,6.8128609039582795 + 0.1624393018890533im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18972707012399 - 6.2481629217910655e-12im,7.002515819427351 + 0.21054290683207288im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185045292660827 - 6.742293731966353e-14im,7.304316428294988 + 0.3209818979824317im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189997308374662 + 3.258199533843702e-12im,7.197363411587953 + 0.4226168433991103im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18730816066961 + 9.782988099319508e-17im,6.861460054922981 + 0.16304836641833517im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190855167058633 + 2.129031940449594e-18im,6.871269055763476 + 0.17260703223068213im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190452170495865 - 1.683187868515416e-11im,6.858916911552944 + 0.17303188484882473im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189777995286798 - 6.4415643163965105e-12im,7.245946877369379 + 0.5306956183837332im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188449568448865 - 1.3703959504763912e-10im,6.820895059102867 + 0.16018071695691677im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191434076785226 - 6.312462508603414e-15im,6.843856738636743 + 0.15687291148297228im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189621818344375 - 4.259141865463134e-12im,6.823349473474418 + 0.16527369045675622im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189736403819325 - 5.3806789743125486e-12im,6.80790486173423 + 0.1610767253449179im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191129553042689 - 4.279866699471549e-16im,6.79956345653181 + 0.1553441167762744im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188993046970552 + 1.4013981216264021e-11im,6.811087211689058 + 0.16020793624612897im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188460179455418 - 1.3524383383813494e-10im,6.841100993372044 + 0.1663347839799973im,NaN + NaN*im,NaN + NaN*im
