pole_rs111,pole_rs211_low,pole_rs211_high,pole_rs221,pole_rs222
6.171574103023769 + 1.736044677544418e-10im,NaN + NaN*im,7.026774958880712 + 0.20865054876627262im,NaN + NaN*im,NaN + NaN*im
6.143974449636944 + 1.0315976280476395e-15im,NaN + NaN*im,7.037951100446413 + 0.1302137361636848im,NaN + NaN*im,NaN + NaN*im
6.14980165738146 + 4.513236074103595e-16im,NaN + NaN*im,6.956843350164632 + 0.08977064484789045im,NaN + NaN*im,NaN + NaN*im
6.178675994572717 + 5.603422192133671e-12im,NaN + NaN*im,7.030064436044187 + 0.2301023602287675im,NaN + NaN*im,NaN + NaN*im
6.172214274190128 + 1.4758427858832453e-10im,NaN + NaN*im,7.009889782854707 + 0.18447159898726995im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.151410854625622 + 1.1827153881582114e-16im,NaN + NaN*im,7.124929385497283 + 0.3374663557852362im,NaN + NaN*im,NaN + NaN*im
6.169648709227692 - 1.3417970047716322e-17im,NaN + NaN*im,6.926577277629552 + 0.1160276048400167im,NaN + NaN*im,NaN + NaN*im
6.1672833509819736 + 2.9222600491121563e-18im,NaN + NaN*im,6.980108669414833 + 0.16357587124988243im,NaN + NaN*im,NaN + NaN*im
6.152882963316883 + 4.067368915627466e-17im,NaN + NaN*im,7.118153284890482 + 0.322175818530548im,NaN + NaN*im,NaN + NaN*im
6.1540469588838675 + 9.005562726313912e-17im,NaN + NaN*im,7.2053551314330475 + 0.3031600323586312im,NaN + NaN*im,NaN + NaN*im
6.163921882430944 - 7.75528311818889e-18im,NaN + NaN*im,7.047132821873711 + 0.14178351260084504im,NaN + NaN*im,NaN + NaN*im
6.151422066808036 - 4.1501305693010505e-20im,NaN + NaN*im,7.121916108132218 + 0.33544043732014656im,NaN + NaN*im,NaN + NaN*im
6.152355479172661 + 9.592691223764865e-17im,NaN + NaN*im,7.213450015896264 + 0.3286781478066406im,NaN + NaN*im,NaN + NaN*im
6.1632541612863125 + 8.215657105550177e-18im,NaN + NaN*im,7.036701610222686 + 0.2043472750147056im,NaN + NaN*im,NaN + NaN*im
6.156669691887074 + 1.5175541958271858e-17im,NaN + NaN*im,7.112560942754952 + 0.270413773800426im,NaN + NaN*im,NaN + NaN*im
6.166679022603498 + 1.6590905061812354e-17im,NaN + NaN*im,6.9921812969939445 + 0.14473709218944844im,NaN + NaN*im,NaN + NaN*im
6.16192266938136 + 5.565967709371086e-17im,NaN + NaN*im,7.06813992727959 + 0.2010846726550995im,NaN + NaN*im,NaN + NaN*im
6.154273062370135 + 2.5924555908641746e-17im,NaN + NaN*im,7.115604107625797 + 0.3035582214679751im,NaN + NaN*im,NaN + NaN*im
6.155361562978569 - 1.5932031715676103e-17im,NaN + NaN*im,7.082037595754598 + 0.2975270371267776im,NaN + NaN*im,NaN + NaN*im
6.153078834926693 + 2.4036524432295586e-17im,NaN + NaN*im,7.2028100629556135 + 0.3142784844732087im,NaN + NaN*im,NaN + NaN*im
6.170661805442376 + 2.9639607834109656e-10im,NaN + NaN*im,6.909004099686189 + 0.11693022575030994im,NaN + NaN*im,NaN + NaN*im
6.169623451886214 + 3.542542540763198e-10im,NaN + NaN*im,6.943402048078531 + 0.1460289866225323im,NaN + NaN*im,NaN + NaN*im
6.153007234093225 + 1.2341995975200732e-16im,NaN + NaN*im,7.2227097685762205 + 0.31722033663839583im,NaN + NaN*im,NaN + NaN*im
6.169188435449617 + 3.993786110488242e-10im,NaN + NaN*im,6.949168323190185 + 0.1454895003859038im,NaN + NaN*im,NaN + NaN*im
6.159636337958592 + 4.3279949564381733e-17im,NaN + NaN*im,7.116261919769744 + 0.21259083699242176im,NaN + NaN*im,NaN + NaN*im
6.167384766740271 - 2.4538697096780097e-17im,NaN + NaN*im,6.97653409396147 + 0.17046834397357186im,NaN + NaN*im,NaN + NaN*im
6.1551343571346075 + 1.2646324407955423e-16im,NaN + NaN*im,7.1811734391519 + 0.28045408674637734im,NaN + NaN*im,NaN + NaN*im
6.1611921443135245 + 3.607690752597458e-18im,NaN + NaN*im,7.1056399218968735 + 0.18292101143977912im,NaN + NaN*im,NaN + NaN*im
6.153029329344427 + 8.191172228546363e-17im,NaN + NaN*im,7.096922546354446 + 0.3237652868884276im,NaN + NaN*im,NaN + NaN*im
6.154154914684792 + 5.668290964440146e-17im,NaN + NaN*im,7.066823066557457 + 0.3111308563056351im,NaN + NaN*im,NaN + NaN*im
6.164694134132514 + 2.862812543041925e-17im,NaN + NaN*im,7.008515017628694 + 0.20068100023528423im,NaN + NaN*im,NaN + NaN*im
6.166780802433049 + 9.9827772136152e-18im,NaN + NaN*im,6.9900368929074785 + 0.1404006465633243im,NaN + NaN*im,NaN + NaN*im
6.1515668694446894 + 9.654919111348556e-17im,NaN + NaN*im,7.112091471415847 + 0.33063923693073316im,NaN + NaN*im,NaN + NaN*im
6.161733060352053 + 1.2352480820337087e-17im,NaN + NaN*im,7.0745159406020095 + 0.198346800423728im,NaN + NaN*im,NaN + NaN*im
6.152188293367237 + 1.23578995150938e-16im,NaN + NaN*im,7.098839230422637 + 0.32590787007722655im,NaN + NaN*im,NaN + NaN*im
6.155792198964815 + 2.2427187475111404e-17im,NaN + NaN*im,7.106569090495466 + 0.28434432414019273im,NaN + NaN*im,NaN + NaN*im
6.155942871260292 + 3.514275095352252e-17im,NaN + NaN*im,7.154981383898261 + 0.2738834434773024im,NaN + NaN*im,NaN + NaN*im
6.155903549201543 + 6.586004882034908e-17im,NaN + NaN*im,7.1386235765875155 + 0.2776027953417481im,NaN + NaN*im,NaN + NaN*im
6.161791936982382 - 8.465205088648237e-18im,NaN + NaN*im,7.088915691310788 + 0.16063226514041207im,NaN + NaN*im,NaN + NaN*im
6.16987346572228 + 3.15479054966248e-10im,NaN + NaN*im,6.938923080901154 + 0.15896494734873814im,NaN + NaN*im,NaN + NaN*im
6.161819459527152 + 3.113302953691382e-17im,NaN + NaN*im,7.059140013545697 + 0.21266652245905657im,NaN + NaN*im,NaN + NaN*im
6.168972024863568 + 3.92719883490498e-10im,NaN + NaN*im,6.952175472790583 + 0.16752322482846904im,NaN + NaN*im,NaN + NaN*im
6.165128699441969 - 2.6198161612675298e-17im,NaN + NaN*im,7.022216187521302 + 0.13559224093044595im,NaN + NaN*im,NaN + NaN*im
6.157250472828513 + 4.457842956582665e-17im,NaN + NaN*im,7.132455567085251 + 0.2562569432232639im,NaN + NaN*im,NaN + NaN*im
6.1683466239786835 + 4.1386538518921835e-18im,NaN + NaN*im,6.95183532926488 + 0.11564056025499918im,NaN + NaN*im,NaN + NaN*im
6.158799567608623 - 4.716291940739194e-17im,NaN + NaN*im,7.116778037343591 + 0.23476576537563393im,NaN + NaN*im,NaN + NaN*im
6.162820962798736 - 1.9129101740396113e-18im,NaN + NaN*im,7.015004299912394 + 0.2338970849323375im,NaN + NaN*im,NaN + NaN*im
6.1653091760930385 + 1.771213101133512e-18im,NaN + NaN*im,7.01960337966882 + 0.1385190728253787im,NaN + NaN*im,NaN + NaN*im
6.163544314104801 + 2.0785094992850735e-17im,NaN + NaN*im,7.053397126957815 + 0.1644712420882205im,NaN + NaN*im,NaN + NaN*im
6.157141892604149 + 2.075569823465152e-17im,NaN + NaN*im,7.1234313350461 + 0.26219208477954664im,NaN + NaN*im,NaN + NaN*im
6.149807100015742 + 1.6167941641142757e-16im,NaN + NaN*im,7.128076573108399 + 0.35092319099084784im,NaN + NaN*im,NaN + NaN*im
6.167648234625838 - 1.439289809406718e-17im,NaN + NaN*im,6.973569562266037 + 0.16107818647230465im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.16479533021325 - 2.3173172452326533e-17im,NaN + NaN*im,6.995608328084924 + 0.21396671382220775im,NaN + NaN*im,NaN + NaN*im
6.153873234509636 + 6.239525600011199e-17im,NaN + NaN*im,7.0729347535129445 + 0.31564194206449997im,NaN + NaN*im,NaN + NaN*im
6.1631118336015405 + 4.3568905465837586e-17im,NaN + NaN*im,7.0212707448785565 + 0.22026347585912215im,NaN + NaN*im,NaN + NaN*im
6.162465416536082 + 8.406874379802529e-19im,NaN + NaN*im,7.042760142572978 + 0.2138724391772686im,NaN + NaN*im,NaN + NaN*im
6.15711028697526 + 3.6349241026226024e-17im,NaN + NaN*im,7.152604827201768 + 0.2458596528632732im,NaN + NaN*im,NaN + NaN*im
6.16474857949599 - 1.0751188401405137e-17im,NaN + NaN*im,7.028992948611472 + 0.130956482285405im,NaN + NaN*im,NaN + NaN*im
6.165878015446493 - 5.3979804481140325e-17im,NaN + NaN*im,7.005972611451757 + 0.16392110833723983im,NaN + NaN*im,NaN + NaN*im
6.15342648013974 + 3.628261162788488e-17im,NaN + NaN*im,7.17270775934106 + 0.30656843050978727im,NaN + NaN*im,NaN + NaN*im
6.165428224984596 + 4.2259907035723445e-17im,NaN + NaN*im,7.017671180240438 + 0.13773021898412743im,NaN + NaN*im,NaN + NaN*im
6.1556545227322506 + 2.1461217536300554e-18im,NaN + NaN*im,7.057418440941943 + 0.2980708656811149im,NaN + NaN*im,NaN + NaN*im
6.168455354409766 - 1.6615156549806337e-17im,NaN + NaN*im,6.959864830823482 + 0.1449572139774167im,NaN + NaN*im,NaN + NaN*im
6.166904790068635 + 2.708262427585247e-18im,NaN + NaN*im,6.9766592890238455 + 0.19092392602519762im,NaN + NaN*im,NaN + NaN*im
6.16304216169063 + 2.441121967219409e-17im,NaN + NaN*im,7.002736224281285 + 0.2386516449773757im,NaN + NaN*im,NaN + NaN*im
6.143982108014316 + 3.370626000277619e-16im,NaN + NaN*im,7.188223607626065 + 0.4198532585075411im,NaN + NaN*im,NaN + NaN*im
6.170523130776365 + 2.8209207822906955e-10im,NaN + NaN*im,6.925783288043994 + 0.13906938567937577im,NaN + NaN*im,NaN + NaN*im
6.169534443532483 + 3.5666130871581754e-10im,NaN + NaN*im,6.941004251207175 + 0.15179818013264076im,NaN + NaN*im,NaN + NaN*im
6.167770706670664 - 5.01046305052107e-17im,NaN + NaN*im,6.969449258240466 + 0.17100253533214657im,NaN + NaN*im,NaN + NaN*im
6.167979614001226 + 4.841085555661449e-10im,NaN + NaN*im,6.963363807529129 + 0.18270948734325546im,NaN + NaN*im,NaN + NaN*im
6.160380400488673 + 5.795282379057247e-18im,NaN + NaN*im,7.110509844593708 + 0.19239609132937086im,NaN + NaN*im,NaN + NaN*im
6.1515916926311105 + 1.1365346142065088e-16im,NaN + NaN*im,7.182368554944856 + 0.3337797863388305im,NaN + NaN*im,NaN + NaN*im
6.159079265197621 + 1.469954501068128e-17im,NaN + NaN*im,7.096800929402293 + 0.24170360878967312im,NaN + NaN*im,NaN + NaN*im
6.1617877540849 + 3.461402351662837e-17im,NaN + NaN*im,7.04015540852214 + 0.22935267416764998im,NaN + NaN*im,NaN + NaN*im
6.167869310925707 - 2.5469418698340954e-17im,NaN + NaN*im,6.9713957536419295 + 0.15071072648214626im,NaN + NaN*im,NaN + NaN*im
6.156579141646628 + 1.5030073562157976e-17im,NaN + NaN*im,7.097499969749086 + 0.2790616039816828im,NaN + NaN*im,NaN + NaN*im
6.169605708080569 + 3.630681870683876e-10im,NaN + NaN*im,6.940179896349078 + 0.14086094689400877im,NaN + NaN*im,NaN + NaN*im
6.166989410304317 - 1.5302496191120424e-17im,NaN + NaN*im,6.980376223552008 + 0.11365054798418509im,NaN + NaN*im,NaN + NaN*im
6.168010168132711 - 2.7152448866104755e-17im,NaN + NaN*im,6.961688410174229 + 0.12261843251290903im,NaN + NaN*im,NaN + NaN*im
6.1617473666993785 + 4.661269582112422e-17im,NaN + NaN*im,7.047575237082064 + 0.22384415330237006im,NaN + NaN*im,NaN + NaN*im
6.166237025934701 + 1.0413138917003956e-17im,NaN + NaN*im,6.989807574304792 + 0.10685742521571123im,NaN + NaN*im,NaN + NaN*im
6.1695598669362015 + 3.5154116425695144e-10im,NaN + NaN*im,6.942372355854841 + 0.1539851806898475im,NaN + NaN*im,NaN + NaN*im
6.154705743623254 + 7.727396667711103e-17im,NaN + NaN*im,7.088594539657973 + 0.30451210830284947im,NaN + NaN*im,NaN + NaN*im
6.170862758214489 + 2.5764764029848075e-10im,NaN + NaN*im,6.919931992634912 + 0.13650095314856545im,NaN + NaN*im,NaN + NaN*im
6.163454021723624 + 1.7565847842317873e-17im,NaN + NaN*im,7.045976131885912 + 0.18371410570947738im,NaN + NaN*im,NaN + NaN*im
6.1702896877575695 + 3.362881713269683e-10im,NaN + NaN*im,6.911285838479282 + 0.1128580857344458im,NaN + NaN*im,NaN + NaN*im
6.147392995804902 + 1.7989794615299673e-16im,NaN + NaN*im,7.143081533800769 + 0.3776531065440873im,NaN + NaN*im,NaN + NaN*im
6.167065476621061 - 5.213462488963232e-17im,NaN + NaN*im,6.9848051090400025 + 0.14067068911604222im,NaN + NaN*im,NaN + NaN*im
6.158456793964756 + 6.647521518368895e-17im,NaN + NaN*im,7.052079340544014 + 0.27243129526759885im,NaN + NaN*im,NaN + NaN*im
6.164334846089404 + 4.073471171762877e-17im,NaN + NaN*im,7.03702045973032 + 0.16659122550605895im,NaN + NaN*im,NaN + NaN*im
6.158243818234636 + 2.3845133863704904e-17im,NaN + NaN*im,7.12188478319634 + 0.24133991265132637im,NaN + NaN*im,NaN + NaN*im
6.161806826489558 + 1.8334856771497956e-17im,NaN + NaN*im,7.059672175282769 + 0.21252757475053347im,NaN + NaN*im,NaN + NaN*im
6.1497470378357955 + 8.64029068659458e-17im,NaN + NaN*im,7.192527507183921 + 0.35654095521606727im,NaN + NaN*im,NaN + NaN*im
6.164221110854706 - 1.0306565173677777e-17im,NaN + NaN*im,7.041312671806534 + 0.1519191697602936im,NaN + NaN*im,NaN + NaN*im
6.152836622441021 + 1.0113621366691874e-16im,NaN + NaN*im,7.128738911930134 + 0.3209695535531069im,NaN + NaN*im,NaN + NaN*im
6.150687973674564 + 1.2758484308753326e-16im,NaN + NaN*im,7.143510343682575 + 0.3435812019230562im,NaN + NaN*im,NaN + NaN*im
6.168010218535649 + 3.14812233575522e-18im,NaN + NaN*im,6.965581310401887 + 0.16372748932213316im,NaN + NaN*im,NaN + NaN*im
6.161610351052327 + 3.785360524815962e-17im,NaN + NaN*im,7.019988020937765 + 0.24866741901436268im,NaN + NaN*im,NaN + NaN*im
6.158900024004963 - 3.60391049583906e-17im,NaN + NaN*im,7.055008743911254 + 0.2611262473346506im,NaN + NaN*im,NaN + NaN*im
6.1677280758258775 - 2.4038799799365566e-17im,NaN + NaN*im,6.9606080979745775 + 0.10814043253122571im,NaN + NaN*im,NaN + NaN*im
6.163483021024018 - 2.031265657625536e-18im,NaN + NaN*im,7.044061068525164 + 0.18678659558718752im,NaN + NaN*im,NaN + NaN*im
6.167690438235074 - 2.092563639104352e-17im,NaN + NaN*im,6.97447220956983 + 0.15060757277669398im,NaN + NaN*im,NaN + NaN*im
6.150715051682723 + 1.629652843900729e-16im,NaN + NaN*im,7.130672178479766 + 0.34420157751292924im,NaN + NaN*im,NaN + NaN*im
6.170802387255934 + 2.7031803975033364e-10im,NaN + NaN*im,6.915682068336859 + 0.128952794977449im,NaN + NaN*im,NaN + NaN*im
6.1466421269291205 + 2.065517883302377e-16im,NaN + NaN*im,7.187704259263737 + 0.3909526064074804im,NaN + NaN*im,NaN + NaN*im
6.169923520037909 + 3.1725499198986156e-10im,NaN + NaN*im,6.937774615406251 + 0.15441837796490832im,NaN + NaN*im,NaN + NaN*im
6.160102471386027 + 2.9066732159961205e-17im,NaN + NaN*im,7.067807077057053 + 0.24047067209616818im,NaN + NaN*im,NaN + NaN*im
6.1634360159161234 - 5.98944329959646e-17im,NaN + NaN*im,7.054794961114862 + 0.16289479688753805im,NaN + NaN*im,NaN + NaN*im
6.167962723922944 + 4.7445940494747876e-18im,NaN + NaN*im,6.964848882263338 + 0.12622917194805783im,NaN + NaN*im,NaN + NaN*im
6.157930616937609 - 1.0411598293113076e-17im,NaN + NaN*im,7.04313883378919 + 0.28017195615940815im,NaN + NaN*im,NaN + NaN*im
6.16227076247958 + 1.765156174495669e-17im,NaN + NaN*im,7.059155893024562 + 0.2031765302598515im,NaN + NaN*im,NaN + NaN*im
6.1557872849228366 + 4.263118312455996e-17im,NaN + NaN*im,7.1751314493972025 + 0.2623008092039053im,NaN + NaN*im,NaN + NaN*im
6.168503396163043 + 4.935590621599953e-18im,NaN + NaN*im,6.959793141301618 + 0.15551226697731413im,NaN + NaN*im,NaN + NaN*im
6.169799216809578 + 3.7517219710220137e-10im,NaN + NaN*im,6.925889667923067 + 0.11802828072342776im,NaN + NaN*im,NaN + NaN*im
6.170107523834382 + 3.41626895198454e-10im,NaN + NaN*im,6.922131392936719 + 0.12033224012159825im,NaN + NaN*im,NaN + NaN*im
6.154989766598684 - 6.6565837782877805e-18im,NaN + NaN*im,7.067148855217206 + 0.30625051715792345im,NaN + NaN*im,NaN + NaN*im
6.154616547074063 - 3.0656104285880806e-17im,NaN + NaN*im,7.108625444398172 + 0.30221816489060677im,NaN + NaN*im,NaN + NaN*im
6.1690140568605365 + 4.104276326885622e-10im,NaN + NaN*im,6.951493038290308 + 0.1517273501034989im,NaN + NaN*im,NaN + NaN*im
6.149638536761163 + 6.630698153634669e-17im,NaN + NaN*im,7.126570967366775 + 0.3578353092550932im,NaN + NaN*im,NaN + NaN*im
6.157571030254792 + 2.169412554060619e-17im,NaN + NaN*im,7.1631514313843905 + 0.21767575665546454im,NaN + NaN*im,NaN + NaN*im
6.150863896777623 + 1.8398998879096186e-16im,NaN + NaN*im,7.203852150900044 + 0.3393624022486988im,NaN + NaN*im,NaN + NaN*im
6.1690846400391735 - 2.0693815819050662e-17im,NaN + NaN*im,6.947503383220136 + 0.13629136014536378im,NaN + NaN*im,NaN + NaN*im
6.1664189338498785 - 4.1633220734787705e-17im,NaN + NaN*im,6.977012505395848 + 0.19763954222581215im,NaN + NaN*im,NaN + NaN*im
6.156967751228664 + 7.134347914539016e-17im,NaN + NaN*im,7.173643076572788 + 0.2270202902947639im,NaN + NaN*im,NaN + NaN*im
6.1471487899979635 + 2.3734770020171037e-16im,NaN + NaN*im,7.1519054278235465 + 0.3815929327581318im,NaN + NaN*im,NaN + NaN*im
6.1684145317154355 + 4.405174356006083e-10im,NaN + NaN*im,6.958777175096367 + 0.1780007387702369im,NaN + NaN*im,NaN + NaN*im
6.170520290435674 + 2.8923069887155613e-10im,NaN + NaN*im,6.922461539001615 + 0.13264239552238088im,NaN + NaN*im,NaN + NaN*im
6.170514975953195 + 3.066097334733197e-10im,NaN + NaN*im,6.912609064738421 + 0.11925632477785458im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.150202676294645 + 1.1636264832596823e-16im,NaN + NaN*im,7.113197835130152 + 0.28837880089692225im,NaN + NaN*im,NaN + NaN*im
6.1646369309585625 - 5.70368174219162e-17im,NaN + NaN*im,7.068350588614505 + 0.3023169608911172im,NaN + NaN*im,NaN + NaN*im
6.173642343898654 + 8.008914853769938e-11im,NaN + NaN*im,7.025745274817879 + 0.2256275120172417im,NaN + NaN*im,NaN + NaN*im
6.165363161405273 + 2.058085334626343e-19im,NaN + NaN*im,7.026331416835013 + 0.18835294911775494im,NaN + NaN*im,NaN + NaN*im
6.1470687353852895 + 4.9946274304281e-16im,NaN + NaN*im,7.078606618338219 + 0.1755918699367186im,NaN + NaN*im,NaN + NaN*im
6.156940250577359 - 4.3591053433533846e-17im,NaN + NaN*im,7.0345140848917245 + 0.16356407033076115im,NaN + NaN*im,NaN + NaN*im
6.1696112411868835 + 2.6494016636754455e-10im,NaN + NaN*im,7.051916180529069 + 0.28259067608986im,NaN + NaN*im,NaN + NaN*im
6.171213983409339 + 2.3525664960100616e-10im,NaN + NaN*im,6.957533402580242 + 0.13105921977786733im,NaN + NaN*im,NaN + NaN*im
6.173837557195778 + 8.587826468215145e-11im,NaN + NaN*im,6.9837363034780475 + 0.1599248514000528im,NaN + NaN*im,NaN + NaN*im
6.169251315331102 + 2.5776555616070416e-17im,NaN + NaN*im,6.9566932430549455 + 0.12676258771257218im,NaN + NaN*im,NaN + NaN*im
6.170937545654716 + 1.9342179403766818e-10im,NaN + NaN*im,7.040441699341373 + 0.2491479253125032im,NaN + NaN*im,NaN + NaN*im
6.145905544465159 + 9.790677780190882e-16im,NaN + NaN*im,6.9975886917773575 + 0.09226037377726654im,NaN + NaN*im,NaN + NaN*im
6.1757980701954 + 3.277582498064509e-11im,NaN + NaN*im,7.01018193760158 + 0.20232847712699434im,NaN + NaN*im,NaN + NaN*im
6.140790484457036 + 1.1857909068870489e-15im,NaN + NaN*im,7.1239994473901 + 0.21400183063960404im,NaN + NaN*im,NaN + NaN*im
6.162036635348722 + 6.992300199771255e-18im,NaN + NaN*im,7.073827247043217 + 0.2861229025553324im,NaN + NaN*im,NaN + NaN*im
6.154637351996939 + 8.079892447920216e-17im,NaN + NaN*im,7.073042481078496 + 0.212783251985217im,NaN + NaN*im,NaN + NaN*im
6.1503288951628035 + 2.6648027428406957e-16im,NaN + NaN*im,7.054792598410708 + 0.15878675169048467im,NaN + NaN*im,NaN + NaN*im
6.171611082645626 + 2.0931034699436406e-10im,NaN + NaN*im,6.952887393446688 + 0.1284676418633222im,NaN + NaN*im,NaN + NaN*im
6.172846011192756 + 1.2389423005697506e-10im,NaN + NaN*im,6.98884953864714 + 0.16342159750680643im,NaN + NaN*im,NaN + NaN*im
6.142992899011873 + 6.234740492516478e-16im,NaN + NaN*im,7.134644735956992 + 0.2668946244867948im,NaN + NaN*im,NaN + NaN*im
6.178005358455581 + 1.003292191327537e-11im,NaN + NaN*im,6.984445108087952 + 0.16861826922797987im,NaN + NaN*im,NaN + NaN*im
6.178178772004547 + 8.81024953070091e-12im,NaN + NaN*im,6.9887091939514265 + 0.1741685805735005im,NaN + NaN*im,NaN + NaN*im
6.158786057049124 + 5.729528468676426e-17im,NaN + NaN*im,6.941941119900843 + 0.09822003723320688im,NaN + NaN*im,NaN + NaN*im
6.176987206179249 + 1.9548477982992714e-11im,NaN + NaN*im,6.97196388204491 + 0.15320793726699394im,NaN + NaN*im,NaN + NaN*im
6.147256983794273 + 2.1825642873944876e-16im,NaN + NaN*im,7.129055957440956 + 0.3438253715019449im,NaN + NaN*im,NaN + NaN*im
6.155681175419648 + 5.3335948288832245e-17im,NaN + NaN*im,7.033280636954553 + 0.15696788155867866im,NaN + NaN*im,NaN + NaN*im
6.1544114739795495 + 1.27471236447844e-16im,NaN + NaN*im,7.094746410061899 + 0.2690280241900629im,NaN + NaN*im,NaN + NaN*im
6.159107954099679 - 4.259347071966275e-17im,NaN + NaN*im,7.081060718461021 + 0.2773484556322155im,NaN + NaN*im,NaN + NaN*im
6.133204637066449 + 3.7935994165977384e-15im,NaN + NaN*im,7.143867743941227 + 0.19011518053390206im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.166353021081957 - 5.1819678663137323e-17im,NaN + NaN*im,7.0300035569880635 + 0.1986825418793905im,NaN + NaN*im,NaN + NaN*im
6.155827687310652 + 9.57625994264099e-17im,NaN + NaN*im,7.073912390117121 + 0.2275051253583846im,NaN + NaN*im,NaN + NaN*im
6.174879850106711 + 4.8138775968073277e-11im,NaN + NaN*im,7.03349418712908 + 0.24831554742436857im,NaN + NaN*im,NaN + NaN*im
6.16602224919177 - 1.8553611198534928e-17im,NaN + NaN*im,7.009064469857567 + 0.1618075421325277im,NaN + NaN*im,NaN + NaN*im
6.153376621664644 + 1.1051278319342075e-16im,NaN + NaN*im,7.049211293774939 + 0.15474794416916565im,NaN + NaN*im,NaN + NaN*im
6.139289098816363 + 1.6358598649422614e-15im,NaN + NaN*im,7.127052067209841 + 0.20014164195251555im,NaN + NaN*im,NaN + NaN*im
6.176695920220892 + 2.0574808684682515e-11im,NaN + NaN*im,7.014653920276427 + 0.21686431916621918im,NaN + NaN*im,NaN + NaN*im
6.172338014447552 + 1.497522944475635e-10im,NaN + NaN*im,6.970836174636759 + 0.13612974106895398im,NaN + NaN*im,NaN + NaN*im
6.167565200862787 + 1.653533899736895e-17im,NaN + NaN*im,6.994121570006105 + 0.14810957904942934im,NaN + NaN*im,NaN + NaN*im
6.140692319786646 + 1.234537176545501e-15im,NaN + NaN*im,7.122777186824306 + 0.1984344971562948im,NaN + NaN*im,NaN + NaN*im
6.17208497927977 + 1.4782940636063935e-10im,NaN + NaN*im,7.021357960037872 + 0.21016912048495276im,NaN + NaN*im,NaN + NaN*im
6.16869111330104 + 3.85831547996419e-10im,NaN + NaN*im,7.042237962405876 + 0.23558387393518335im,NaN + NaN*im,NaN + NaN*im
6.166996951665576 - 2.2618437836588258e-17im,NaN + NaN*im,6.984135332117378 + 0.1337850832344722im,NaN + NaN*im,NaN + NaN*im
6.151961327587922 + 1.1993553090479915e-16im,NaN + NaN*im,7.0613141381945255 + 0.16290978632083697im,NaN + NaN*im,NaN + NaN*im
6.164782349395711 + 1.434012717631117e-17im,NaN + NaN*im,7.009707880707525 + 0.1560397894881868im,NaN + NaN*im,NaN + NaN*im
6.1675498488969005 + 2.3071528291860864e-17im,NaN + NaN*im,7.041068922191741 + 0.2270885010026643im,NaN + NaN*im,NaN + NaN*im
6.167517459284073 - 2.991406454659725e-17im,NaN + NaN*im,7.0250036808478615 + 0.19549465338706548im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.165078692592858 + 5.1535957160597707e-17im,NaN + NaN*im,7.131423467587153 + 0.37502134688484307im,NaN + NaN*im,NaN + NaN*im
6.1783350333355065 + 6.3649619346643375e-12im,NaN + NaN*im,7.060214497977648 + 0.30334528003166955im,NaN + NaN*im,NaN + NaN*im
6.152210809330795 + 1.292332469578677e-16im,NaN + NaN*im,7.05892505549368 + 0.1859754243806738im,NaN + NaN*im,NaN + NaN*im
6.17527620907816 + 3.248056189230623e-11im,NaN + NaN*im,7.0939286066989515 + 0.37617863253615763im,NaN + NaN*im,NaN + NaN*im
6.171097306995475 + 1.8224717634685042e-10im,NaN + NaN*im,7.058869386349238 + 0.26619827628129056im,NaN + NaN*im,NaN + NaN*im
6.160421426515314 - 2.1971903336854308e-17im,NaN + NaN*im,7.218583536502281 + 0.4858746515399202im,NaN + NaN*im,NaN + NaN*im
6.1788900247299585 + 4.822372716011973e-12im,NaN + NaN*im,7.02098919513375 + 0.22043636631224414im,NaN + NaN*im,NaN + NaN*im
6.148326822451393 + 2.7696334925391336e-16im,NaN + NaN*im,7.214876683504527 + 0.35157438735259766im,NaN + NaN*im,NaN + NaN*im
6.176468901694637 + 2.40008013673107e-11im,NaN + NaN*im,7.002578649163133 + 0.1885128787089219im,NaN + NaN*im,NaN + NaN*im
6.140244255483622 + 1.0593834751649654e-15im,NaN + NaN*im,7.193695817538267 + 0.2672808066401327im,NaN + NaN*im,NaN + NaN*im
6.163824019245008 - 3.4923371488135185e-17im,NaN + NaN*im,7.033107134201067 + 0.1955136147923875im,NaN + NaN*im,NaN + NaN*im
6.175675941811089 + 3.6716674316144174e-11im,NaN + NaN*im,6.995096794670019 + 0.177803097313634im,NaN + NaN*im,NaN + NaN*im
