pole_rs111,pole_rs211_low,pole_rs211_high,pole_rs221,pole_rs222
6.175155649606616 + 5.426872438038058e-11im,NaN + NaN*im,6.942263169320322 + 0.1263930787249171im,NaN + NaN*im,NaN + NaN*im
6.152466806146377 + 2.694470882455278e-16im,NaN + NaN*im,6.954180773656122 + 0.08933420911629937im,NaN + NaN*im,NaN + NaN*im
6.1314975817591515 + 4.676952961268013e-15im,NaN + NaN*im,7.148859766514888 + 0.18840330548029757im,NaN + NaN*im,NaN + NaN*im
6.180089997859114 + 1.5061405960445304e-12im,NaN + NaN*im,7.053281820864844 + 0.2925619952692501im,NaN + NaN*im,NaN + NaN*im
6.178900376579813 + 5.300937102151418e-12im,NaN + NaN*im,6.982430218832698 + 0.16717948604177202im,NaN + NaN*im,NaN + NaN*im
6.169141325557324 + 2.419528218821512e-10im,NaN + NaN*im,7.165114226334519 + 0.49662187726251567im,NaN + NaN*im,NaN + NaN*im
6.130804629225977 + 5.18446819011438e-15im,NaN + NaN*im,7.123712249705715 + 0.1716184139242949im,NaN + NaN*im,NaN + NaN*im
6.131611221271405 + 4.627700192376883e-15im,NaN + NaN*im,7.149039179245448 + 0.18833588010429786im,NaN + NaN*im,NaN + NaN*im
6.143666135092484 + 7.620452827235256e-16im,NaN + NaN*im,7.018802961875142 + 0.17055532069490073im,NaN + NaN*im,NaN + NaN*im
6.15503164158241 + 5.521317182329479e-17im,NaN + NaN*im,6.982128726870495 + 0.17712818581277828im,NaN + NaN*im,NaN + NaN*im
6.168810386803601 + 3.9447181485838554e-10im,NaN + NaN*im,6.952074547802888 + 0.1800008329139173im,NaN + NaN*im,NaN + NaN*im
6.173093499249861 + 1.0704359781259985e-10im,NaN + NaN*im,6.946167418435434 + 0.17732015774891102im,NaN + NaN*im,NaN + NaN*im
6.1754822120248924 + 3.9866665626848345e-11im,NaN + NaN*im,6.94633167265893 + 0.17578134639375984im,NaN + NaN*im,NaN + NaN*im
6.174613638985815 + 5.91308674798817e-11im,NaN + NaN*im,7.073237163412891 + 0.19855772039059374im,NaN + NaN*im,NaN + NaN*im
6.178930376796623 + 5.172476039419293e-12im,NaN + NaN*im,6.982764283527271 + 0.16746182259090808im,NaN + NaN*im,NaN + NaN*im
6.1711252403221595 + 2.0293170805660513e-10im,NaN + NaN*im,7.119806843688853 + 0.23217905328610494im,NaN + NaN*im,NaN + NaN*im
6.152686059711379 + 1.3303960209177233e-16im,NaN + NaN*im,7.233639999552838 + 0.3147787977258253im,NaN + NaN*im,NaN + NaN*im
6.132268058236742 + 2.6247175968261556e-15im,NaN + NaN*im,7.185926200604287 + 0.30349756249947396im,NaN + NaN*im,NaN + NaN*im
6.154611387622956 - 2.4178390043251493e-17im,NaN + NaN*im,7.139733069305213 + 0.45035597532557003im,NaN + NaN*im,NaN + NaN*im
6.167814491881006 + 3.359316136506194e-10im,NaN + NaN*im,7.1006836123656285 + 0.43237749023520455im,NaN + NaN*im,NaN + NaN*im
6.180099207506157 + 1.4921969520603416e-12im,NaN + NaN*im,7.053351297721326 + 0.29271783986944566im,NaN + NaN*im,NaN + NaN*im
6.1510256194517785 + 3.7854883779873415e-16im,NaN + NaN*im,6.94118206019954 + 0.08604116953626578im,NaN + NaN*im,NaN + NaN*im
6.1307801497996595 + 5.250854542939224e-15im,NaN + NaN*im,7.124978386527593 + 0.17311253566328563im,NaN + NaN*im,NaN + NaN*im
6.132141902749695 + 2.6632954807982812e-15im,NaN + NaN*im,7.184176945948126 + 0.30123022240228375im,NaN + NaN*im,NaN + NaN*im
6.1553446600864365 + 4.849282979057203e-17im,NaN + NaN*im,7.0064094905516505 + 0.2178140855833476im,NaN + NaN*im,NaN + NaN*im
6.168749384636154 + 4.0160489934689195e-10im,NaN + NaN*im,6.951610421224369 + 0.17928710365635564im,NaN + NaN*im,NaN + NaN*im
6.175165579150285 + 5.4025041922618275e-11im,NaN + NaN*im,6.941360685443914 + 0.12653097218244488im,NaN + NaN*im,NaN + NaN*im
6.169385941610195 + 3.4075251836070147e-10im,NaN + NaN*im,6.950321817573766 + 0.17854550586996606im,NaN + NaN*im,NaN + NaN*im
6.152690250169483 + 8.959167075654486e-17im,NaN + NaN*im,7.2334831443345555 + 0.3143067556759956im,NaN + NaN*im,NaN + NaN*im
6.180090407469098 + 1.5056416977149437e-12im,NaN + NaN*im,7.052823023981702 + 0.2922937898736846im,NaN + NaN*im,NaN + NaN*im
6.168836733858579 + 3.92249067689127e-10im,NaN + NaN*im,6.952039871022514 + 0.17956371562144577im,NaN + NaN*im,NaN + NaN*im
6.152308607311955 + 1.7407938649791194e-16im,NaN + NaN*im,6.9774286723522545 + 0.159552708967605im,NaN + NaN*im,NaN + NaN*im
6.13076807682335 + 5.288488911617447e-15im,NaN + NaN*im,7.124456041139567 + 0.17271515907056506im,NaN + NaN*im,NaN + NaN*im
6.152598545894607 + 1.7508610914396144e-16im,NaN + NaN*im,7.232410183534607 + 0.312279445319029im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.155455015499785 + 7.526369734497393e-17im,NaN + NaN*im,7.153635677431695 + 0.27124524258269916im,NaN + NaN*im,NaN + NaN*im
6.151561656818299 + 1.118978309546918e-16im,NaN + NaN*im,7.2142535076298415 + 0.31585731530301353im,NaN + NaN*im,NaN + NaN*im
6.167186028239413 + 2.984588397781241e-17im,NaN + NaN*im,6.964988595042811 + 0.1831062349409869im,NaN + NaN*im,NaN + NaN*im
6.166868311953582 - 1.9629557798314423e-17im,NaN + NaN*im,6.960607562279861 + 0.09786113244534861im,NaN + NaN*im,NaN + NaN*im
6.163431838279415 + 1.2202751616887945e-17im,NaN + NaN*im,7.050533322275299 + 0.1631321883818094im,NaN + NaN*im,NaN + NaN*im
6.168655853773403 - 1.5898409408715237e-17im,NaN + NaN*im,6.9448328953932785 + 0.11366805988513827im,NaN + NaN*im,NaN + NaN*im
6.168595295758878 - 6.7152380181505734e-18im,NaN + NaN*im,6.932621065173675 + 0.10227277950681356im,NaN + NaN*im,NaN + NaN*im
6.165637303752009 + 2.3093644516501117e-17im,NaN + NaN*im,6.97297454038473 + 0.20605387191746438im,NaN + NaN*im,NaN + NaN*im
6.165516388416564 + 1.6396159862247463e-17im,NaN + NaN*im,7.013876110578345 + 0.1607494205576286im,NaN + NaN*im,NaN + NaN*im
6.1507087122891075 + 1.464821812280012e-16im,NaN + NaN*im,7.205623190915401 + 0.33574265237011097im,NaN + NaN*im,NaN + NaN*im
6.157022449852933 + 4.8447145018931034e-17im,NaN + NaN*im,7.067461041817391 + 0.2797278151594074im,NaN + NaN*im,NaN + NaN*im
6.162435797759664 - 3.4334645953075575e-18im,NaN + NaN*im,7.0535088368264285 + 0.12706877367257674im,NaN + NaN*im,NaN + NaN*im
6.156451956898437 + 7.098678480318688e-17im,NaN + NaN*im,7.047698330372796 + 0.2900772063246022im,NaN + NaN*im,NaN + NaN*im
6.16538518173545 - 3.124083474537694e-17im,NaN + NaN*im,7.00707960723943 + 0.18284810872068735im,NaN + NaN*im,NaN + NaN*im
6.1530311160982905 + 9.839475927308631e-17im,NaN + NaN*im,7.180629681423405 + 0.30447392817014834im,NaN + NaN*im,NaN + NaN*im
6.143271875882044 + 3.426059475940636e-16im,NaN + NaN*im,7.224659218208941 + 0.4370312817735836im,NaN + NaN*im,NaN + NaN*im
6.152774069823429 + 8.255275582732895e-17im,NaN + NaN*im,7.165607749533441 + 0.3095006052308472im,NaN + NaN*im,NaN + NaN*im
6.15436580944826 + 8.905691172541913e-19im,NaN + NaN*im,7.175371541900461 + 0.2783973884958232im,NaN + NaN*im,NaN + NaN*im
6.161760405506579 - 1.324497809559914e-17im,NaN + NaN*im,7.042423889859294 + 0.2269807157981373im,NaN + NaN*im,NaN + NaN*im
6.167623342862055 + 2.6531296196671842e-17im,NaN + NaN*im,6.968060529014103 + 0.1190521012456295im,NaN + NaN*im,NaN + NaN*im
6.158567281232632 - 4.486016149219792e-17im,NaN + NaN*im,7.067286350434126 + 0.2614319863377525im,NaN + NaN*im,NaN + NaN*im
6.166662005505023 - 2.6098328150570508e-17im,NaN + NaN*im,6.98204332528207 + 0.1148645197674034im,NaN + NaN*im,NaN + NaN*im
6.167239691569841 + 1.8288823033036038e-17im,NaN + NaN*im,6.9809089086514335 + 0.1318586016334936im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.151024822595775 + 1.3682903311034412e-16im,NaN + NaN*im,7.10011862497857 + 0.2675894031869664im,NaN + NaN*im,NaN + NaN*im
6.134399698235614 + 4.2989396666676256e-15im,NaN + NaN*im,7.107819724712148 + 0.1347744074548225im,NaN + NaN*im,NaN + NaN*im
6.1695293779049205 + 3.229887948842837e-10im,NaN + NaN*im,7.021646446593742 + 0.19865020567968497im,NaN + NaN*im,NaN + NaN*im
6.157143380932281 + 5.2452815525284905e-17im,NaN + NaN*im,7.027682288963662 + 0.14172716330983068im,NaN + NaN*im,NaN + NaN*im
6.1536110970149895 + 1.4869127872320676e-16im,NaN + NaN*im,7.014183385880357 + 0.11181882366542473im,NaN + NaN*im,NaN + NaN*im
6.16197774225261 + 2.398718724465986e-17im,NaN + NaN*im,7.058788067199106 + 0.2483420488054707im,NaN + NaN*im,NaN + NaN*im
6.146412889006878 + 2.383247584966325e-16im,NaN + NaN*im,7.1210955098887565 + 0.3804890376581167im,NaN + NaN*im,NaN + NaN*im
6.175834681038997 + 3.466522247242512e-11im,NaN + NaN*im,6.990635122379109 + 0.16903790832677493im,NaN + NaN*im,NaN + NaN*im
6.151979900646203 + 2.047771393276348e-16im,NaN + NaN*im,7.056667247043148 + 0.15784143192002673im,NaN + NaN*im,NaN + NaN*im
6.166005789904797 + 1.4510989603640124e-17im,NaN + NaN*im,6.99950527811601 + 0.14177672086481738im,NaN + NaN*im,NaN + NaN*im
6.175029032386769 + 4.3120566880116274e-11im,NaN + NaN*im,7.01503206441609 + 0.24244069808293955im,NaN + NaN*im,NaN + NaN*im
6.171216138166471 + 2.1919567327078482e-10im,NaN + NaN*im,6.99347662774189 + 0.15334867523095014im,NaN + NaN*im,NaN + NaN*im
6.160659742488746 - 1.754728632296249e-17im,NaN + NaN*im,6.995551246699206 + 0.11834472469639751im,NaN + NaN*im,NaN + NaN*im
6.1766714216849925 + 2.0794026684970143e-11im,NaN + NaN*im,7.002021180458273 + 0.20253462673293487im,NaN + NaN*im,NaN + NaN*im
6.168414575344138 + 4.037590823720557e-10im,NaN + NaN*im,7.034218819799177 + 0.23005435087452944im,NaN + NaN*im,NaN + NaN*im
6.157602975858984 + 2.9001919250245225e-17im,NaN + NaN*im,7.080419073561438 + 0.3352925536569967im,NaN + NaN*im,NaN + NaN*im
6.147551329232373 + 2.1059863547389415e-16im,NaN + NaN*im,7.1109924560459685 + 0.25754113460704253im,NaN + NaN*im,NaN + NaN*im
6.160961445333255 + 1.1636383533014724e-17im,NaN + NaN*im,7.001935564244633 + 0.12582141247079082im,NaN + NaN*im,NaN + NaN*im
6.172389982341472 + 1.6696214448881102e-10im,NaN + NaN*im,6.954436284353462 + 0.11420275437227004im,NaN + NaN*im,NaN + NaN*im
6.157163357645924 + 3.9838043177332766e-17im,NaN + NaN*im,6.997617297449928 + 0.10935135587388865im,NaN + NaN*im,NaN + NaN*im
6.170284868649711 + 2.672207966894537e-10im,NaN + NaN*im,7.015297612192794 + 0.18835975699391055im,NaN + NaN*im,NaN + NaN*im
6.154957403862106 + 1.2166089814086737e-16im,NaN + NaN*im,6.98293829904776 + 0.09072771084187511im,NaN + NaN*im,NaN + NaN*im
6.1487985017579865 + 4.3178767921955573e-16im,NaN + NaN*im,7.0400024521554805 + 0.12017869243984552im,NaN + NaN*im,NaN + NaN*im
6.166507923159923 + 1.1179817471603324e-18im,NaN + NaN*im,6.993885098970487 + 0.13648328740562352im,NaN + NaN*im,NaN + NaN*im
6.164414154206795 - 3.1540373595589794e-17im,NaN + NaN*im,6.947823698973024 + 0.09381325499667023im,NaN + NaN*im,NaN + NaN*im
6.162149712760855 + 9.330004221098952e-18im,NaN + NaN*im,7.025483884707952 + 0.16189138310188816im,NaN + NaN*im,NaN + NaN*im
6.174382106214352 + 6.666054664243421e-11im,NaN + NaN*im,6.996036252789908 + 0.17231848279315162im,NaN + NaN*im,NaN + NaN*im
6.172185996106259 + 1.6843152513835844e-10im,NaN + NaN*im,6.975538751626425 + 0.13343295388065055im,NaN + NaN*im,NaN + NaN*im
6.153159543942547 + 1.393496633678494e-16im,NaN + NaN*im,7.047574238510806 + 0.1509684150072301im,NaN + NaN*im,NaN + NaN*im
6.166706214227903 - 3.127805745935152e-18im,NaN + NaN*im,6.960952371007131 + 0.10608739003505516im,NaN + NaN*im,NaN + NaN*im
6.161883172656715 + 4.530900830413298e-18im,NaN + NaN*im,6.950866086623429 + 0.08968206086951057im,NaN + NaN*im,NaN + NaN*im
6.158769013377123 + 6.528241743166503e-17im,NaN + NaN*im,7.011027778340616 + 0.12813576018893422im,NaN + NaN*im,NaN + NaN*im
6.169490499546849 - 8.27186630291984e-18im,NaN + NaN*im,6.947690425173165 + 0.10376727559196262im,NaN + NaN*im,NaN + NaN*im
6.1688927373518085 + 3.677093789977953e-10im,NaN + NaN*im,7.029218327927541 + 0.2168008738281483im,NaN + NaN*im,NaN + NaN*im
6.161050203677473 - 1.256773927191268e-17im,NaN + NaN*im,6.957974862833798 + 0.09165321109656908im,NaN + NaN*im,NaN + NaN*im
6.152546031244159 + 2.0166777484967347e-16im,NaN + NaN*im,6.997198419354434 + 0.09375154007642894im,NaN + NaN*im,NaN + NaN*im
6.148868249152859 + 5.442076323671553e-16im,NaN + NaN*im,7.000581624157573 + 0.08467191268036368im,NaN + NaN*im,NaN + NaN*im
6.171894271451703 + 1.5646356081940618e-10im,NaN + NaN*im,7.016148665461969 + 0.20484475865983634im,NaN + NaN*im,NaN + NaN*im
6.147834976162825 + 1.479525791392367e-16im,NaN + NaN*im,7.117952926175493 + 0.3554030153729128im,NaN + NaN*im,NaN + NaN*im
6.175351655009689 + 3.630975330948984e-11im,NaN + NaN*im,7.015263097013005 + 0.2536224428170039im,NaN + NaN*im,NaN + NaN*im
6.177446671155087 + 1.1719539551570144e-11im,NaN + NaN*im,7.008172422067279 + 0.2599296382063273im,NaN + NaN*im,NaN + NaN*im
6.170397708529015 + 2.2200106825274088e-10im,NaN + NaN*im,7.032300667169577 + 0.25771335366596054im,NaN + NaN*im,NaN + NaN*im
6.16528703603486 - 6.081931253105173e-17im,NaN + NaN*im,7.052103247281026 + 0.2844304697100252im,NaN + NaN*im,NaN + NaN*im
6.167560671447263 - 2.7837667190967784e-17im,NaN + NaN*im,6.968256424157676 + 0.11390019078470286im,NaN + NaN*im,NaN + NaN*im
6.162708461683179 - 5.2009329050514347e-17im,NaN + NaN*im,7.058342432752832 + 0.2594469457528992im,NaN + NaN*im,NaN + NaN*im
6.175832718062207 + 3.169162507270217e-11im,NaN + NaN*im,7.006886736855328 + 0.20990538412811496im,NaN + NaN*im,NaN + NaN*im
6.168126558587843 + 6.58417776413887e-18im,NaN + NaN*im,6.993565201683512 + 0.14159840085637634im,NaN + NaN*im,NaN + NaN*im
6.174586845647102 + 4.894994251410387e-11im,NaN + NaN*im,7.018347733073708 + 0.27303712170870875im,NaN + NaN*im,NaN + NaN*im
6.139093395351098 + 2.557888758621878e-15im,NaN + NaN*im,7.070505178997797 + 0.11046556582175523im,NaN + NaN*im,NaN + NaN*im
6.17735498611741 + 1.2202956737271658e-11im,NaN + NaN*im,7.009012040175728 + 0.26699231296183656im,NaN + NaN*im,NaN + NaN*im
6.165805818016412 - 9.395363690404676e-18im,NaN + NaN*im,6.982995944399328 + 0.12224141107738508im,NaN + NaN*im,NaN + NaN*im
6.167868659986703 + 4.674039318106282e-10im,NaN + NaN*im,7.034600020970073 + 0.2247379291843755im,NaN + NaN*im,NaN + NaN*im
6.150805544962646 + 2.6576906935648016e-17im,NaN + NaN*im,7.106064034160876 + 0.3610900148775886im,NaN + NaN*im,NaN + NaN*im
6.141962373837143 + 6.127933773770774e-16im,NaN + NaN*im,7.13724421844642 + 0.29250933898640996im,NaN + NaN*im,NaN + NaN*im
6.168012101295563 + 3.641694509416734e-10im,NaN + NaN*im,7.041199632512835 + 0.3214374226272062im,NaN + NaN*im,NaN + NaN*im
6.158260191221134 + 3.065245807374067e-17im,NaN + NaN*im,7.07832958781894 + 0.31947082762064943im,NaN + NaN*im,NaN + NaN*im
6.138822942189132 + 8.804206252615966e-16im,NaN + NaN*im,7.155256346080339 + 0.3457183540406191im,NaN + NaN*im,NaN + NaN*im
6.1752917022712905 + 3.9322156767502585e-11im,NaN + NaN*im,7.0121475334375605 + 0.22947594592789622im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.177283613949399 + 1.3776196043020195e-11im,NaN + NaN*im,6.9786591706399115 + 0.22728730914462578im,NaN + NaN*im,NaN + NaN*im
6.172354999514205 + 1.4456425663709858e-10im,NaN + NaN*im,6.990913335367767 + 0.1714456017429213im,NaN + NaN*im,NaN + NaN*im
6.153435021910416 + 1.4430913474543254e-16im,NaN + NaN*im,7.044523311443784 + 0.13563269320869592im,NaN + NaN*im,NaN + NaN*im
6.159726542839466 + 2.6567513059021557e-17im,NaN + NaN*im,6.974582185738505 + 0.09250276473482129im,NaN + NaN*im,NaN + NaN*im
6.158550911590671 - 2.4568610842862158e-17im,NaN + NaN*im,7.0683079302408585 + 0.23472509300804228im,NaN + NaN*im,NaN + NaN*im
6.166901805638201 + 4.951889646883639e-18im,NaN + NaN*im,6.993580574170752 + 0.1376469984862429im,NaN + NaN*im,NaN + NaN*im
6.138839505149758 + 1.8881746216055237e-15im,NaN + NaN*im,7.122915075374903 + 0.17504543896967853im,NaN + NaN*im,NaN + NaN*im
6.17084467461481 + 1.9291587373676257e-10im,NaN + NaN*im,7.017418026354144 + 0.25781809001734013im,NaN + NaN*im,NaN + NaN*im
6.141068815658351 + 1.5727969219865864e-15im,NaN + NaN*im,7.098215451705058 + 0.14483446753033677im,NaN + NaN*im,NaN + NaN*im
6.154728571450096 + 1.1916970806854347e-16im,NaN + NaN*im,6.984898794502991 + 0.08256542333423253im,NaN + NaN*im,NaN + NaN*im
6.158811848247558 - 1.4521959672923802e-17im,NaN + NaN*im,7.003216038308365 + 0.11189352143037985im,NaN + NaN*im,NaN + NaN*im
6.17424947921464 + 5.86912038003406e-11im,NaN + NaN*im,6.998680025931316 + 0.25095329462460036im,NaN + NaN*im,NaN + NaN*im
6.173118085583532 + 1.2728302739577782e-10im,NaN + NaN*im,6.947679135755856 + 0.12018973986780462im,NaN + NaN*im,NaN + NaN*im
6.155402109635439 + 7.471890544019854e-17im,NaN + NaN*im,7.024078342439308 + 0.11963091839443414im,NaN + NaN*im,NaN + NaN*im
6.16276152186148 - 2.9336527042912725e-18im,NaN + NaN*im,7.035102037187457 + 0.18077550148004634im,NaN + NaN*im,NaN + NaN*im
6.14646544217725 + 3.591653060552647e-16im,NaN + NaN*im,7.114068909535533 + 0.23085770149307483im,NaN + NaN*im,NaN + NaN*im
6.169193457257921 + 3.352595316054175e-10im,NaN + NaN*im,7.021244347978568 + 0.22153392455602136im,NaN + NaN*im,NaN + NaN*im
6.152288187298267 + 1.8929943614981313e-16im,NaN + NaN*im,7.0250786058165335 + 0.10696597963710389im,NaN + NaN*im,NaN + NaN*im
6.174322112176259 + 5.605491387427057e-11im,NaN + NaN*im,6.998603935089829 + 0.2575754366294381im,NaN + NaN*im,NaN + NaN*im
6.161065715565748 - 2.3954090921171e-17im,NaN + NaN*im,7.064538844073399 + 0.29591613718312304im,NaN + NaN*im,NaN + NaN*im
6.148129158097735 + 5.35552305604976e-16im,NaN + NaN*im,7.048475528867215 + 0.1146831091037376im,NaN + NaN*im,NaN + NaN*im
6.133786907923951 + 2.5184142472616917e-15im,NaN + NaN*im,7.172013905239211 + 0.2630779695824992im,NaN + NaN*im,NaN + NaN*im
6.177412578414328 + 1.3013814308129464e-11im,NaN + NaN*im,6.976402324170299 + 0.21851080366921052im,NaN + NaN*im,NaN + NaN*im
6.152808418204945 + 1.8188595233253728e-16im,NaN + NaN*im,7.017480641572786 + 0.10162321524551073im,NaN + NaN*im,NaN + NaN*im
6.175261545950281 + 3.7412905723834935e-11im,NaN + NaN*im,6.993112881366673 + 0.25394749752118917im,NaN + NaN*im,NaN + NaN*im
6.169019177310906 + 2.930815655287643e-10im,NaN + NaN*im,7.025278339500859 + 0.3000676151487312im,NaN + NaN*im,NaN + NaN*im
6.167052724593163 + 1.368485826969412e-17im,NaN + NaN*im,6.957523858070346 + 0.10329018307763645im,NaN + NaN*im,NaN + NaN*im
6.167390965152457 + 5.086542824716015e-10im,NaN + NaN*im,7.0325563343249105 + 0.23689114048809432im,NaN + NaN*im,NaN + NaN*im
6.157931969975973 + 1.7812619807280205e-17im,NaN + NaN*im,7.077535649135315 + 0.30057422182256605im,NaN + NaN*im,NaN + NaN*im
6.147195719144382 + 2.1208160818480166e-16im,NaN + NaN*im,7.121028419626461 + 0.28467183535913904im,NaN + NaN*im,NaN + NaN*im
6.146719844125754 + 4.28893236944251e-16im,NaN + NaN*im,7.110825911334461 + 0.22124876439574648im,NaN + NaN*im,NaN + NaN*im
6.177853276977375 + 1.1428656094836547e-11im,NaN + NaN*im,6.952927942697102 + 0.1595056585522601im,NaN + NaN*im,NaN + NaN*im
6.157277388437369 + 1.9044074190870562e-17im,NaN + NaN*im,7.081021500751098 + 0.31660289403643893im,NaN + NaN*im,NaN + NaN*im
6.151700773252797 + 2.172499989153361e-16im,NaN + NaN*im,7.083650303093084 + 0.19782291268067im,NaN + NaN*im,NaN + NaN*im
6.174700092064177 + 6.138620419181092e-11im,NaN + NaN*im,6.967200635273297 + 0.152413943601324im,NaN + NaN*im,NaN + NaN*im
6.16223742071153 - 5.471485216610355e-18im,NaN + NaN*im,7.057860882536775 + 0.26076806839421085im,NaN + NaN*im,NaN + NaN*im
6.16140697283552 + 9.465690172493628e-18im,NaN + NaN*im,7.062173316266035 + 0.31064846572641286im,NaN + NaN*im,NaN + NaN*im
6.164735041438037 - 2.765634951088889e-17im,NaN + NaN*im,7.022893238564746 + 0.17051108940490703im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.172756341366088 + 1.432252595374585e-10im,NaN + NaN*im,6.964655127848386 + 0.12297618032274564im,NaN + NaN*im,NaN + NaN*im
6.150858207530171 + 3.161586391808873e-16im,NaN + NaN*im,7.001497377044073 + 0.09145862902448293im,NaN + NaN*im,NaN + NaN*im
6.156934178433369 + 6.974209883851812e-17im,NaN + NaN*im,6.997530147853676 + 0.10849738515140463im,NaN + NaN*im,NaN + NaN*im
6.165663421354044 - 1.549857573641094e-17im,NaN + NaN*im,7.052123525182282 + 0.28629916954495316im,NaN + NaN*im,NaN + NaN*im
6.173253511783448 + 8.722999863316005e-11im,NaN + NaN*im,7.026342480642381 + 0.25956784456603416im,NaN + NaN*im,NaN + NaN*im
6.1704965217426135 + 2.686531748533546e-10im,NaN + NaN*im,7.001206635638669 + 0.16123179906209872im,NaN + NaN*im,NaN + NaN*im
6.151972169178969 + 5.1222652370630744e-17im,NaN + NaN*im,7.086614808455427 + 0.22305977742171232im,NaN + NaN*im,NaN + NaN*im
6.177601885782305 + 1.2690494837364419e-11im,NaN + NaN*im,6.9960169890253905 + 0.18509790681358235im,NaN + NaN*im,NaN + NaN*im
6.161889189209586 - 2.4890593584635415e-17im,NaN + NaN*im,7.063964695430181 + 0.2787157719870799im,NaN + NaN*im,NaN + NaN*im
6.1519467638387635 + 2.3073934849775995e-16im,NaN + NaN*im,7.023534442177682 + 0.11462869615941494im,NaN + NaN*im,NaN + NaN*im
6.17638451615481 + 2.630010871319077e-11im,NaN + NaN*im,6.99345996515554 + 0.17167594418460108im,NaN + NaN*im,NaN + NaN*im
6.173029668864439 + 9.946604316668107e-11im,NaN + NaN*im,7.023536621805213 + 0.23618327929796526im,NaN + NaN*im,NaN + NaN*im
6.174124184783915 + 6.229193167177577e-11im,NaN + NaN*im,7.023061253310746 + 0.25776614747483206im,NaN + NaN*im,NaN + NaN*im
6.163972770910977 - 4.074518651252068e-17im,NaN + NaN*im,6.98531192466813 + 0.11915378837338772im,NaN + NaN*im,NaN + NaN*im
6.163056133672435 - 2.1647340411955345e-17im,NaN + NaN*im,6.945469960243904 + 0.08943133747090294im,NaN + NaN*im,NaN + NaN*im
6.154354873071214 + 9.999469201388637e-17im,NaN + NaN*im,7.085910608637987 + 0.2532241729210217im,NaN + NaN*im,NaN + NaN*im
